density,category
0.25,Mendelian
0.75,Mendelian
1.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.75,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
1.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
0.5,Mendelian
1.0,Mendelian
0.75,Mendelian
0.0,Mendelian
1.25,Mendelian
0.25,Mendelian
0.5,Mendelian
0.5,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
1.0,Mendelian
0.75,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
0.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
0.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
1.25,Mendelian
1.0,Mendelian
2.0,Mendelian
0.5,Mendelian
0.75,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
1.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
0.5,Mendelian
0.75,Mendelian
1.0,Mendelian
1.0,Mendelian
1.0,Mendelian
0.75,Mendelian
0.25,Mendelian
2.0,Mendelian
0.75,Mendelian
1.5,Mendelian
0.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.75,Mendelian
0.5,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
1.0,Mendelian
1.0,Mendelian
1.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
1.0,Mendelian
1.25,Mendelian
0.5,Mendelian
1.75,Mendelian
1.5,Mendelian
1.0,Mendelian
0.0,Mendelian
0.5,Mendelian
2.25,Mendelian
2.25,Mendelian
1.25,Mendelian
0.5,Mendelian
0.0,Mendelian
1.75,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.75,Mendelian
1.0,Mendelian
0.75,Mendelian
0.25,Mendelian
0.5,Mendelian
0.5,Mendelian
0.5,Mendelian
0.5,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.5,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
0.5,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
0.5,Mendelian
0.0,Mendelian
0.25,Mendelian
0.0,Mendelian
1.0,Mendelian
0.5,Mendelian
0.5,Mendelian
1.25,Mendelian
0.0,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.75,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.75,Mendelian
1.25,Mendelian
0.5,Mendelian
0.5,Mendelian
0.5,Mendelian
0.5,Mendelian
0.0,Mendelian
0.75,Mendelian
0.5,Mendelian
0.0,Mendelian
0.25,Mendelian
0.75,Mendelian
1.0,Mendelian
1.75,Mendelian
0.0,Mendelian
0.0,Mendelian
0.5,Mendelian
1.0,Mendelian
0.5,Mendelian
0.25,Mendelian
1.0,Mendelian
1.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.5,Mendelian
0.0,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
1.0,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.5,Mendelian
0.75,Mendelian
0.25,Mendelian
0.75,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.5,Mendelian
0.25,Mendelian
1.75,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.5,Mendelian
0.25,Mendelian
0.5,Mendelian
0.0,Mendelian
0.25,Mendelian
0.75,Mendelian
1.0,Mendelian
0.5,Mendelian
0.0,Mendelian
1.0,Mendelian
1.0,Mendelian
0.5,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.75,Mendelian
0.75,Mendelian
0.0,Mendelian
0.25,Mendelian
1.25,Mendelian
0.0,Mendelian
0.25,Mendelian
0.75,Mendelian
0.5,Mendelian
0.5,Mendelian
1.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.25,Mendelian
1.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
1.25,Mendelian
0.25,Mendelian
0.75,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.75,Mendelian
1.25,Mendelian
0.5,Mendelian
0.75,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.5,Mendelian
0.5,Mendelian
0.75,Mendelian
0.25,Mendelian
0.5,Mendelian
0.0,Mendelian
0.5,Mendelian
0.25,Mendelian
1.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.25,Mendelian
1.5,Mendelian
0.75,Mendelian
0.0,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
1.5,Mendelian
0.25,Mendelian
0.75,Mendelian
0.0,Mendelian
0.75,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.75,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
1.0,Mendelian
1.5,Mendelian
0.0,Mendelian
1.75,Mendelian
0.5,Mendelian
2.0,Mendelian
1.75,Mendelian
1.25,Mendelian
1.0,Mendelian
2.0,Mendelian
1.5,Mendelian
0.0,Mendelian
1.75,Mendelian
1.25,Mendelian
1.0,Mendelian
1.5,Mendelian
1.0,Mendelian
2.0,Mendelian
0.75,Mendelian
1.75,Mendelian
0.75,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.5,Mendelian
0.5,Mendelian
1.75,Mendelian
0.75,Mendelian
0.75,Mendelian
1.0,Mendelian
1.0,Mendelian
0.5,Mendelian
0.75,Mendelian
0.25,Mendelian
0.5,Mendelian
0.0,Mendelian
1.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.25,Mendelian
0.75,Mendelian
0.75,Mendelian
1.0,Mendelian
0.5,Mendelian
0.75,Mendelian
0.5,Mendelian
0.25,Mendelian
2.25,Mendelian
0.5,Mendelian
0.25,Mendelian
1.25,Mendelian
0.5,Mendelian
0.5,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.75,Mendelian
0.0,Mendelian
0.0,Mendelian
0.5,Mendelian
0.5,Mendelian
1.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.5,Mendelian
0.25,Mendelian
0.0,Mendelian
1.25,Mendelian
0.75,Mendelian
0.5,Mendelian
0.5,Mendelian
0.5,Mendelian
1.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
2.0,Mendelian
0.75,Mendelian
0.75,Mendelian
0.25,Mendelian
0.25,Mendelian
1.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.5,Mendelian
0.0,Mendelian
0.75,Mendelian
0.75,Mendelian
1.0,Mendelian
1.0,Mendelian
1.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
0.75,Mendelian
0.25,Mendelian
0.75,Mendelian
0.75,Mendelian
0.25,Mendelian
0.5,Mendelian
0.75,Mendelian
0.75,Mendelian
0.25,Mendelian
0.0,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
1.0,Mendelian
0.75,Mendelian
0.25,Mendelian
0.5,Mendelian
0.25,Mendelian
1.25,Mendelian
1.25,Mendelian
1.5,Mendelian
1.25,Mendelian
0.25,Mendelian
0.25,Mendelian
1.5,Mendelian
0.75,Mendelian
1.0,Mendelian
1.75,Mendelian
0.25,Mendelian
0.0,Mendelian
1.0,Mendelian
1.5,Mendelian
1.25,Mendelian
0.25,Mendelian
0.75,Mendelian
0.75,Mendelian
0.25,Mendelian
0.5,Mendelian
0.5,Mendelian
0.5,Mendelian
0.5,Mendelian
0.0,Mendelian
1.25,Mendelian
1.25,Mendelian
1.75,Mendelian
1.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
0.5,Mendelian
0.25,Mendelian
0.5,Mendelian
0.75,Mendelian
0.25,Mendelian
0.5,Mendelian
0.75,Mendelian
0.75,Mendelian
0.75,Mendelian
1.75,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.5,Mendelian
0.25,Mendelian
0.75,Mendelian
0.25,Mendelian
0.75,Mendelian
0.5,Mendelian
1.0,Mendelian
0.0,Mendelian
1.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.0,Mendelian
2.0,Mendelian
0.5,Mendelian
0.5,Mendelian
1.5,Mendelian
0.25,Mendelian
0.25,Mendelian
1.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.75,Mendelian
1.5,Mendelian
0.0,Mendelian
0.25,Mendelian
0.75,Mendelian
0.0,Mendelian
0.75,Mendelian
0.5,Mendelian
0.0,Mendelian
0.75,Mendelian
0.0,Mendelian
0.0,Mendelian
0.5,Mendelian
0.5,Mendelian
0.5,Mendelian
0.25,Mendelian
1.25,Mendelian
0.75,Mendelian
1.25,Mendelian
0.75,Mendelian
0.25,Mendelian
0.5,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.75,Mendelian
0.5,Mendelian
0.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
1.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.0,Mendelian
0.5,Mendelian
1.25,Mendelian
0.25,Mendelian
0.75,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.5,Mendelian
1.25,Mendelian
0.25,Mendelian
0.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.5,Mendelian
1.0,Mendelian
0.5,Mendelian
0.5,Mendelian
0.0,Mendelian
0.25,Mendelian
0.75,Mendelian
0.5,Mendelian
1.25,Mendelian
1.0,Mendelian
1.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.75,Mendelian
1.0,Mendelian
0.75,Mendelian
0.75,Mendelian
0.5,Mendelian
1.0,Mendelian
0.75,Mendelian
1.25,Mendelian
1.0,Mendelian
0.25,Mendelian
1.0,Mendelian
1.75,Mendelian
1.75,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.5,Mendelian
0.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
1.75,Mendelian
0.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.25,Mendelian
1.0,Mendelian
0.5,Mendelian
0.75,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
1.25,Mendelian
0.0,Mendelian
1.5,Mendelian
0.75,Mendelian
0.5,Mendelian
1.25,Mendelian
1.25,Mendelian
0.75,Mendelian
0.0,Mendelian
1.75,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
1.0,Mendelian
0.0,Mendelian
0.0,Mendelian
1.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
1.0,Mendelian
0.5,Mendelian
0.5,Mendelian
1.5,Mendelian
1.75,Mendelian
0.0,Mendelian
0.0,Mendelian
1.75,Mendelian
1.25,Mendelian
0.5,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
1.0,Mendelian
0.75,Mendelian
2.0,Mendelian
0.0,Mendelian
0.5,Mendelian
1.25,Mendelian
0.75,Mendelian
0.25,Mendelian
0.25,Mendelian
1.5,Mendelian
0.75,Mendelian
0.75,Mendelian
0.25,Mendelian
0.25,Mendelian
1.0,Mendelian
1.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.5,Mendelian
1.0,Mendelian
0.5,Mendelian
0.75,Mendelian
0.25,Mendelian
1.25,Mendelian
0.75,Mendelian
1.25,Mendelian
0.75,Mendelian
0.75,Mendelian
0.75,Mendelian
1.0,Mendelian
1.0,Mendelian
1.5,Mendelian
1.0,Mendelian
0.75,Mendelian
1.75,Mendelian
1.75,Mendelian
0.5,Mendelian
1.0,Mendelian
0.75,Mendelian
0.5,Mendelian
0.5,Mendelian
1.5,Mendelian
0.25,Mendelian
0.5,Mendelian
0.75,Mendelian
0.75,Mendelian
1.5,Mendelian
1.75,Mendelian
2.25,Mendelian
1.25,Mendelian
1.25,Mendelian
1.0,Mendelian
0.5,Mendelian
1.0,Mendelian
1.0,Mendelian
2.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
1.0,Mendelian
0.5,Mendelian
0.5,Mendelian
0.75,Mendelian
0.0,Mendelian
0.0,Mendelian
1.75,Mendelian
0.25,Mendelian
0.75,Mendelian
1.0,Mendelian
0.25,Mendelian
0.0,Mendelian
1.0,Mendelian
0.5,Mendelian
1.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.75,Mendelian
1.0,Mendelian
2.0,Mendelian
0.75,Mendelian
1.0,Mendelian
1.0,Mendelian
1.5,Mendelian
0.75,Mendelian
1.25,Mendelian
1.0,Mendelian
0.25,Mendelian
1.75,Mendelian
1.75,Mendelian
1.0,Mendelian
0.5,Mendelian
1.75,Mendelian
0.75,Mendelian
0.5,Mendelian
0.5,Mendelian
0.5,Mendelian
1.5,Mendelian
0.75,Mendelian
0.25,Mendelian
0.25,Mendelian
1.25,Mendelian
0.5,Mendelian
0.75,Mendelian
1.0,Mendelian
1.0,Mendelian
1.0,Mendelian
1.0,Mendelian
1.25,Mendelian
0.75,Mendelian
0.25,Mendelian
1.25,Mendelian
0.75,Mendelian
0.25,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.75,Mendelian
0.25,Mendelian
0.75,Mendelian
1.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
1.25,Mendelian
0.25,Mendelian
0.25,Mendelian
1.0,Mendelian
1.5,Mendelian
0.25,Mendelian
0.25,Mendelian
1.5,Mendelian
0.25,Mendelian
0.5,Mendelian
0.75,Mendelian
2.25,Mendelian
2.25,Mendelian
1.0,Mendelian
0.75,Mendelian
1.5,Mendelian
1.75,Mendelian
1.0,Mendelian
1.25,Mendelian
0.75,Mendelian
0.5,Mendelian
0.5,Mendelian
0.75,Mendelian
0.25,Mendelian
0.75,Mendelian
1.0,Mendelian
0.25,Mendelian
1.25,Mendelian
1.0,Mendelian
2.0,Mendelian
2.25,Mendelian
1.5,Mendelian
0.25,Mendelian
2.0,Mendelian
1.25,Mendelian
1.0,Mendelian
0.75,Mendelian
0.75,Mendelian
0.75,Mendelian
0.75,Mendelian
0.0,Mendelian
1.5,Mendelian
0.75,Mendelian
0.25,Mendelian
1.5,Mendelian
0.75,Mendelian
0.75,Mendelian
0.75,Mendelian
1.0,Mendelian
0.75,Mendelian
0.5,Mendelian
0.75,Mendelian
0.5,Mendelian
0.0,Mendelian
0.75,Mendelian
0.5,Mendelian
0.75,Mendelian
1.75,Mendelian
1.0,Mendelian
0.75,Mendelian
0.0,Mendelian
0.5,Mendelian
1.25,Mendelian
0.75,Mendelian
1.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.75,Mendelian
0.75,Mendelian
1.0,Mendelian
0.25,Mendelian
0.75,Mendelian
0.75,Mendelian
2.0,Mendelian
1.5,Mendelian
1.75,Mendelian
1.75,Mendelian
1.25,Mendelian
1.0,Mendelian
0.0,Mendelian
1.0,Mendelian
0.0,Mendelian
1.0,Mendelian
0.0,Mendelian
0.75,Mendelian
0.75,Mendelian
0.25,Mendelian
1.0,Mendelian
1.25,Mendelian
2.0,Mendelian
1.75,Mendelian
1.5,Mendelian
0.75,Mendelian
1.0,Mendelian
1.25,Mendelian
1.25,Mendelian
1.75,Mendelian
0.75,Mendelian
1.25,Mendelian
0.5,Mendelian
1.75,Mendelian
1.5,Mendelian
0.0,Mendelian
0.25,Mendelian
0.75,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.75,Mendelian
0.5,Mendelian
0.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
1.0,Mendelian
1.25,Mendelian
1.5,Mendelian
0.0,Mendelian
0.0,Mendelian
1.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
1.0,Mendelian
0.75,Mendelian
0.0,Mendelian
0.75,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
1.0,Mendelian
0.0,Mendelian
0.5,Mendelian
1.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.75,Mendelian
1.0,Mendelian
1.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
1.25,Mendelian
1.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.75,Mendelian
0.25,Mendelian
1.0,Mendelian
1.0,Mendelian
0.75,Mendelian
1.5,Mendelian
1.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.75,Mendelian
0.75,Mendelian
1.0,Mendelian
0.25,Mendelian
0.75,Mendelian
1.75,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
1.25,Mendelian
0.5,Mendelian
1.25,Mendelian
0.0,Mendelian
0.25,Mendelian
0.5,Mendelian
1.0,Mendelian
0.25,Mendelian
1.25,Mendelian
0.0,Mendelian
1.75,Mendelian
0.0,Mendelian
0.5,Mendelian
1.0,Mendelian
1.25,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
1.0,Mendelian
1.0,Mendelian
1.75,Mendelian
0.75,Mendelian
0.5,Mendelian
1.5,Mendelian
0.0,Mendelian
1.0,Mendelian
1.75,Mendelian
1.5,Mendelian
2.25,Mendelian
0.75,Mendelian
0.0,Mendelian
0.75,Mendelian
1.75,Mendelian
1.75,Mendelian
0.5,Mendelian
1.5,Mendelian
1.75,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
1.5,Mendelian
0.75,Mendelian
0.75,Mendelian
1.25,Mendelian
1.0,Mendelian
1.0,Mendelian
1.5,Mendelian
1.5,Mendelian
0.5,Mendelian
1.75,Mendelian
1.25,Mendelian
1.25,Mendelian
1.0,Mendelian
0.75,Mendelian
2.0,Mendelian
1.25,Mendelian
1.25,Mendelian
1.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
1.25,Mendelian
0.5,Mendelian
0.25,Mendelian
0.5,Mendelian
0.5,Mendelian
0.25,Mendelian
0.75,Mendelian
1.0,Mendelian
1.75,Mendelian
1.5,Mendelian
1.25,Mendelian
0.75,Mendelian
0.5,Mendelian
0.5,Mendelian
0.25,Mendelian
0.0,Mendelian
0.5,Mendelian
0.25,Mendelian
1.25,Mendelian
1.0,Mendelian
1.0,Mendelian
0.0,Mendelian
1.0,Mendelian
0.25,Mendelian
1.25,Mendelian
1.0,Mendelian
0.75,Mendelian
1.25,Mendelian
1.25,Mendelian
1.25,Mendelian
0.75,Mendelian
0.75,Mendelian
1.0,Mendelian
1.25,Mendelian
1.75,Mendelian
1.25,Mendelian
1.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.75,Mendelian
1.5,Mendelian
1.25,Mendelian
1.0,Mendelian
1.0,Mendelian
1.0,Mendelian
1.25,Mendelian
1.5,Mendelian
0.5,Mendelian
1.0,Mendelian
0.0,Mendelian
0.75,Mendelian
0.25,Mendelian
0.25,Mendelian
0.75,Mendelian
0.75,Mendelian
0.75,Mendelian
1.5,Mendelian
1.25,Mendelian
0.5,Mendelian
0.25,Mendelian
1.25,Mendelian
0.5,Mendelian
1.25,Mendelian
0.5,Mendelian
0.0,Mendelian
2.0,Mendelian
0.25,Mendelian
0.75,Mendelian
0.5,Mendelian
0.25,Mendelian
0.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.0,Mendelian
1.25,Mendelian
0.5,Mendelian
0.0,Mendelian
2.0,Mendelian
0.25,Mendelian
1.75,Mendelian
0.0,Mendelian
0.5,Mendelian
0.25,Mendelian
1.0,Mendelian
0.5,Mendelian
0.5,Mendelian
0.5,Mendelian
1.0,Mendelian
1.25,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.5,Mendelian
0.0,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
1.0,Mendelian
1.25,Mendelian
0.5,Mendelian
0.5,Mendelian
1.5,Mendelian
2.5,Mendelian
0.5,Mendelian
0.5,Mendelian
2.0,Mendelian
0.25,Mendelian
0.0,Mendelian
0.75,Mendelian
0.75,Mendelian
0.5,Mendelian
0.0,Mendelian
0.25,Mendelian
1.5,Mendelian
1.5,Mendelian
0.0,Mendelian
1.0,Mendelian
0.25,Mendelian
0.75,Mendelian
0.5,Mendelian
1.5,Mendelian
2.0,Mendelian
0.0,Mendelian
0.75,Mendelian
0.75,Mendelian
0.5,Mendelian
0.25,Mendelian
0.0,Mendelian
1.5,Mendelian
0.5,Mendelian
0.25,Mendelian
0.75,Mendelian
1.5,Mendelian
1.25,Mendelian
0.5,Mendelian
1.0,Mendelian
1.5,Mendelian
0.0,Mendelian
0.0,Mendelian
1.25,Mendelian
1.5,Mendelian
1.0,Mendelian
0.75,Mendelian
0.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.75,Mendelian
0.75,Mendelian
0.5,Mendelian
0.75,Mendelian
0.5,Mendelian
0.5,Mendelian
1.0,Mendelian
1.25,Mendelian
1.25,Mendelian
1.25,Mendelian
0.75,Mendelian
0.5,Mendelian
0.5,Mendelian
0.25,Mendelian
1.0,Mendelian
0.5,Mendelian
0.0,Mendelian
0.75,Mendelian
0.75,Mendelian
1.75,Mendelian
1.75,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
0.75,Mendelian
2.25,Mendelian
0.25,Mendelian
0.25,Mendelian
1.5,Mendelian
1.25,Mendelian
1.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.75,Mendelian
0.25,Mendelian
1.0,Mendelian
0.75,Mendelian
2.25,Mendelian
0.0,Mendelian
1.0,Mendelian
1.5,Mendelian
0.75,Mendelian
1.25,Mendelian
0.25,Mendelian
0.5,Mendelian
0.25,Mendelian
0.25,Mendelian
1.25,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
1.0,Mendelian
1.0,Mendelian
0.75,Mendelian
0.5,Mendelian
1.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
1.0,Mendelian
0.25,Mendelian
0.25,Mendelian
1.75,Mendelian
0.25,Mendelian
0.75,Mendelian
1.0,Mendelian
0.25,Mendelian
0.75,Mendelian
0.5,Mendelian
1.0,Mendelian
0.5,Mendelian
0.5,Mendelian
0.25,Mendelian
0.5,Mendelian
0.5,Mendelian
1.75,Mendelian
1.25,Mendelian
0.75,Mendelian
0.0,Mendelian
1.5,Mendelian
1.5,Mendelian
0.5,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
0.75,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
1.25,Mendelian
0.0,Mendelian
0.25,Mendelian
1.25,Mendelian
0.25,Mendelian
1.0,Mendelian
2.0,Mendelian
1.5,Mendelian
0.75,Mendelian
1.0,Mendelian
2.0,Mendelian
1.25,Mendelian
1.25,Mendelian
1.25,Mendelian
0.5,Mendelian
0.25,Mendelian
0.25,Mendelian
1.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
0.0,Mendelian
0.75,Mendelian
0.75,Mendelian
0.25,Mendelian
1.25,Mendelian
0.75,Mendelian
0.25,Mendelian
0.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.5,Mendelian
0.75,Mendelian
1.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
0.0,Mendelian
1.25,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.0,Mendelian
0.25,Mendelian
0.75,Mendelian
0.75,Mendelian
0.75,Mendelian
0.75,Mendelian
0.5,Mendelian
1.25,Mendelian
0.5,Mendelian
0.5,Mendelian
1.0,Mendelian
1.5,Mendelian
1.25,Mendelian
0.0,Mendelian
0.5,Mendelian
0.0,Mendelian
0.5,Mendelian
0.5,Mendelian
1.0,Mendelian
1.0,Mendelian
1.0,Mendelian
0.0,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
0.25,Mendelian
0.25,Mendelian
0.75,Mendelian
0.75,Mendelian
0.25,Mendelian
2.5,Mendelian
0.0,Mendelian
0.0,Mendelian
0.25,Mendelian
1.0,Mendelian
0.75,Mendelian
0.5,Mendelian
0.5,Mendelian
0.5,Mendelian
0.0,Mendelian
0.25,Mendelian
1.0,Mendelian
0.75,Mendelian
0.25,Mendelian
0.25,Mendelian
0.5,Mendelian
0.25,Mendelian
0.75,Mendelian
0.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.0,Mendelian
0.5,Mendelian
0.25,Mendelian
0.75,Mendelian
0.75,Mendelian
0.75,Mendelian
0.5,Mendelian
0.0,Mendelian
